Channel,Status,Subject line or Title,Delivered,Unique Clicked,client
App Push,Sent,Friday Special - Price Drop Alert! 👀,0,,emt
App Push,Sent,Friday Special - Price Drop Alert! 👀,0,,emt
Web Push,Sent, Friday Special - Price Drop Alert! 👀,0,0.0,emt
Email,Sent,✈ Chalo chale neel gagan ko ⛰️🎶,2127894,1763.0,emt
Web Push,Sent,It is time to plan for the weekend!!! 💃👯,0,0.0,emt
App Push,Sent,It is time to plan for the weekend!!! 💃👯,0,,emt
App Push,Sent,It is time to plan for the weekend!!! 💃👯,0,,emt
Web Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,0.0,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
Email,Sent,Exciting travel offers to make you get ready for the weekend! 🥳,1819330,1167.0,emt
Email,Sent,✈ The best deals on Holidays with friends! 🌴,5834,1.0,emt
Email,Sent,✈ The best deals on Holidays with friends! 🌴,16292,0.0,emt
Email,Sent,Exciting travel offers to make you get ready for the weekend! 🥳,404749,442.0,emt
Web Push,Sent, Thursday steal deal! 🎁,0,0.0,emt
App Push,Sent,Thursday steal deal! 🎁,0,,emt
App Push,Sent,Thursday steal deal! 🎁,0,,emt
App Push,Sent,It is time to explore your favourite destination!,0,,emt
App Push,Sent,It is time to explore your favourite destination!,0,,emt
Web Push,Sent, It is time to explore your favourite destination!,0,0.0,emt
Email,Sent,We are here to make your train journeys memorable 🚂 🚂,1826392,1044.0,emt
Email,Sent,We are here to make your train journeys memorable 🚂 🚂,404612,432.0,emt
Web Push,Sent,Mid week bonanza! 🎊,0,0.0,emt
App Push,Sent,Mid week bonanza! 🎊,0,,emt
App Push,Sent,Mid week bonanza! 🎊,0,,emt
App Push,Sent,Grab up to 45%* OFF on your hotel bookings! 😍,0,,emt
App Push,Sent,Grab up to 45%* OFF on your hotel bookings! 😍,0,,emt
Web Push,Sent,Grab up to 45%* OFF on your hotel bookings! 😍,0,0.0,emt
Email,Sent,Make your summer holidays better by flying to Italy!,719,0.0,emt
Web Push,Sent,Tuesday Dhamaka Deals! 💥,0,0.0,emt
App Push,Sent,Tuesday Dhamaka Deals! 💥,0,,emt
App Push,Sent,Tuesday Dhamaka Deals! 💥,0,,emt
Email,Sent,Plan your next trip with EaseMyTrip and enjoy the best travel deals ✈️🚆,2235066,1935.0,emt
App Push,Sent,Have you checked out this amazing offer? 😁,0,,emt
App Push,Sent,Have you checked out this amazing offer? 😁,0,,emt
Web Push,Sent,Have you checked out this amazing offer? 😁,0,0.0,emt
Email,Sent,Enjoy special offers on booking your train tickets 🚂,1829040,1120.0,emt
Web Push,Sent,Travel to your favourite international location..,0,0.0,emt
Email,Sent,Enjoy special offers on booking your train tickets 🚂,405099,471.0,emt
App Push,Sent,Travel to your favourite international location..,0,,emt
App Push,Sent,Travel to your favourite international location..,0,,emt
Web Push,Sent, Offer valid only for TODAY!! ✈️✈️✈️,0,0.0,emt
App Push,Sent,Offer valid only for TODAY!! ✈️✈️✈️,0,,emt
App Push,Sent,Offer valid only for TODAY!! ✈️✈️✈️,0,,emt
Email,Sent,Plan a trip to Dubai and enjoy the best offers on your hotel bookings! 🎉,1143474,1679.0,emt
App Push,Sent,Saturday Travel Sale!!! ⚡⚡⚡,0,,emt
App Push,Sent,Saturday Travel Sale!!! ⚡⚡⚡,0,,emt
Web Push,Sent, Saturday Travel Sale!!! ⚡⚡⚡,0,0.0,emt
Email,Sent,Have a great time in Thailand with our discounted hotel offers! 🏖️,16314,14.0,emt
Web Push,Sent,We are here to make your weekend better! 😄,0,0.0,emt
App Push,Sent,We are here to make your weekend better! 😄,0,,emt
App Push,Sent,We are here to make your weekend better! 😄,0,,emt
App Push,Sent,📢 Price Drop Alert on your hotel bookings!,0,,emt
App Push,Sent,📢 Price Drop Alert on your hotel bookings!,0,,emt
Web Push,Sent,📢 Price Drop Alert on your hotel bookings!,0,0.0,emt
Email,Sent,4 reasons as to why you should choose Spree Hospitality for your next stay!,3275,3.0,emt
Email,Sent,4 reasons as to why you should choose Spree Hospitality for your next stay!,75985,43.0,emt
Email,Sent,Book your train tickets from us and cherish your childhood memories 🚂 🚂,1829427,1162.0,emt
Email,Sent,Book your train tickets from us and cherish your childhood memories 🚂 🚂,405171,469.0,emt
Web Push,Sent,Plan your weekend celebrations now! 😎👯,0,0.0,emt
App Push,Sent,Plan your weekend celebrations now! 😎👯,0,,emt
App Push,Sent,Plan your weekend celebrations now! 😎👯,0,,emt
App Push,Sent,Dreaming of a holiday in Europe? 😬,0,,emt
App Push,Sent,Dreaming of a holiday in Europe? 😬,0,,emt
Web Push,Sent,Summer holidays made better! 😍💥✨,0,0.0,emt
Web Push,Sent, Thursday offers are up for grabs! 🎁,0,0.0,emt
Email,Sent,A variety of domestic travel offers that are perfect for your travel needs  😊,1829134,1160.0,emt
Email,Sent,A variety of domestic travel offers that are perfect for your travel needs  😊,405063,475.0,emt
App Push,Sent,Thursday offers are up for grabs! 🎁,0,,emt
App Push,Sent,Thursday offers are up for grabs! 🎁,0,,emt
Web Push,Sent,"Have a fun filled vacation at Yas Island, Abu Dhabi! 😍",0,0.0,emt
App Push,Sent,🎁 for you! 😊,0,,emt
App Push,Sent,🎁 for you! 😊,0,,emt
Email,Sent,Greece is calling you for a fun-filled summer holiday! 🏖️,715,0.0,emt
Web Push,Sent,Here is a reminder for u to plan your next holiday,0,0.0,emt
App Push,Sent,Here is a reminder for u to plan your next holiday,0,,emt
App Push,Sent,Here is a reminder for u to plan your next holiday,0,,emt
App Push,Sent,No Cost EMI on your hotel bookings! 👀,0,,emt
App Push,Sent,No Cost EMI on your hotel bookings! 👀,0,,emt
Web Push,Sent, No Cost EMI on your hotel bookings! 👀,0,0.0,emt
Web Push,Sent,Family time made better in Singapore!,0,0.0,emt
Web Push,Sent,Tuesday offers to brighten your day! 😁 ,0,0.0,emt
Email,Sent,Travel Deals Unwrapped! Tap here to know what they are ✈️ 🚂,1829050,1309.0,emt
App Push,Sent,Tuesday offers to brighten your day! 😁,0,,emt
App Push,Sent,Tuesday offers to brighten your day! 😁,0,,emt
Email,Sent,Travel Deals Unwrapped! Tap here to know what they are ✈️ 🚂,405077,530.0,emt
App Push,Sent,Making your Summer Holidays better! ☀️🌻,0,,emt
App Push,Sent,Making your Summer Holidays better! ☀️🌻,0,,emt
App Push,Sent,Making your Summer Holidays better! ☀️🌻,0,,emt
Email,Sent,Experience luxury with bespoke charter flight services!,552,1.0,emt
Email,Sent,Experience luxury with bespoke charter flight services!,17422,9.0,emt
App Push,Sent,Grab the best deals on your 🚊 bookings!,0,,emt
App Push,Sent,Grab the best deals on your 🚊 bookings!,0,,emt
Web Push,Sent,Making your Summer Holidays better! ☀️🌻,0,0.0,emt
Email,Sent,Explore the city of Rome with our 3 nights and 4 days package!,717,0.0,emt
Web Push,Sent, Grab the best deals on your 🚊 bookings!,0,0.0,emt
App Push,Sent,Monday Travel Offers! ✈️,0,,emt
App Push,Sent,Monday Travel Offers! ✈️,0,,emt
App Push,Sent,Beat the heat and travel to the hills 🌄🌺,0,,emt
App Push,Sent,Beat the heat and travel to the hills 🌄🌺,0,,emt
Web Push,Sent,Beat the heat and travel to the hills 🌄🌺,0,0.0,emt
Web Push,Sent,Sunday Dhamaka Offer!! 😍😎,0,0.0,emt
App Push,Sent,Sunday Dhamaka Offer!! 😍😎,0,,emt
App Push,Sent,Sunday Dhamaka Offer!! 😍😎,0,,emt
App Push,Sent,Make the most of your Saturday! 😄🎉,0,,emt
App Push,Sent,Make the most of your Saturday! 😄🎉,0,,emt
Email,Sent,Let us take you to the destination of your dreams this summer holidays! 🥳,1144088,1905.0,emt
Web Push,Sent,Price Drop Alert! 📢,0,0.0,emt
Web Push,Sent,Make the most of your Saturday! 😄🎉,0,0.0,emt
Email,Sent,"Weekends are supposed to rain with offers! So, here are some travel offers just for you 😊✈️🚂",405255,436.0,emt
Email,Sent,"Weekends are supposed to rain with offers! So, here are some travel offers just for you 😊✈️🚂",1829776,1220.0,emt
App Push,Sent,Price Drop Alert! 📢,0,,emt
App Push,Sent,Price Drop Alert! 📢,0,,emt
App Push,Sent,Save Huge on Your Train Bookings! 🚆,0,,emt
App Push,Sent,Save Huge on Your Train Bookings! 🚆,0,,emt
Email,Sent,Let us take you to the destination of your dreams this summer holidays! 🥳,114734,115.0,emt
App Push,Sent,Friday Flight Saver Deals! ✨,0,,emt
App Push,Sent,Friday Flight Saver Deals! ✨,0,,emt
Web Push,Sent,"Experience ultimate FUN at Yas Island, Abu Dhabi! 😍",0,0.0,emt
Email,Sent,Explore Milano with our 4 nights and 5 days package!,666,1.0,emt
Email,Sent,Relive your sweet summer train journeys with us!  🚂,1829830,1173.0,emt
Email,Sent,Relive your sweet summer train journeys with us!  🚂,405247,461.0,emt
Web Push,Sent,Save Huge on Your Train Bookings! 🚆,0,0.0,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
App Push,Sent,Here is a travel 🎁 for you!,0,,emt
App Push,Sent,Here is a travel 🎁 for you!,0,,emt
Email,Sent,It is time to get the travel party started. Tap here to check out some great offers 😎,2235014,1461.0,emt
App Push,Sent,It is time to party! 🎊🎉,0,,emt
App Push,Sent,It is time to party! 🎊🎉,0,,emt
Web Push,Sent,It is time to party! 🎊🎉,0,0.0,emt
Email,Sent,"You need a Summer Break! So, here are some hotel options curated just for you! 🌞 🏖️",3257,4.0,emt
Email,Sent,"You need a Summer Break! So, here are some hotel options curated just for you!  🌞 🏖️",100080,75.0,emt
Email,Sent,Experience Summers The Greek Way! 🏖️,719,1.0,emt
Web Push,Sent, Thursday offers are up for grab! 🎁,0,0.0,emt
App Push,Sent,Thursday offers are up for grab! 🎁,0,,emt
App Push,Sent,Thursday offers are up for grab! 🎁,0,,emt
App Push,Sent,📢 50%* cashback on your train tickets!,0,,emt
App Push,Sent,📢 50%* cashback on your train tickets!,0,,emt
App Push,Sent,Your ✈️&🚍 bookings just got better!,0,,emt
App Push,Sent,Your ✈️&🚍 bookings just got better!,0,,emt
Web Push,Sent,📢 50%* cashback on your train tickets!,0,0.0,emt
Email,Sent,"✈ Welcome EaseMyTrip at Satte, South Asia's Leading Travel Show",5861,3.0,emt
Email,Sent,"✈ Welcome EaseMyTrip at Satte, South Asia's Leading Travel Show",8678,1.0,emt
Email,Sent,You can count on me like 1..2..3 🚂 for the best offers 💵,2132010,1587.0,emt
Web Push,Sent,It is time to take a break..,0,0.0,emt
App Push,Sent,It is time to take a break..,0,,emt
App Push,Sent,It is time to take a break..,0,,emt
Email,Sent,Explore Italy with packages that will help you save huge!,670,1.0,emt
App Push,Sent,A holiday in Singapore sounds fun! 😬,0,,emt
App Push,Sent,A holiday in Singapore sounds fun! 😬,0,,emt
Email,Sent,"✈︎ Dil Chahta Hai, kabhi naa ruke ye Travel Offers 😎🌲",2131912,1829.0,emt
Web Push,Sent, A holiday in Singapore sounds fun! 😬 ,0,0.0,emt
Web Push,Sent,Enjoy No Cost EMI's on your travel bookings! ⚡,0,0.0,emt
App Push,Suspended,Enjoy No Cost EMI's of your travel bookings! ⚡,0,,emt
App Push,Sent,Enjoy No Cost EMI's on your travel bookings! ⚡,0,,emt
App Push,Sent,Enjoy No Cost EMI's on your travel bookings! ⚡,0,,emt
App Push,Sent,The perfect train offer! 🚊,0,,emt
App Push,Sent,The perfect train offer! 🚊,0,,emt
Web Push,Sent,The perfect train offer! 🚊,0,0.0,emt
Web Push,Sent,Mondays made better! 😁,0,0.0,emt
App Push,Sent,Mondays made better! 😁,0,,emt
App Push,Sent,Mondays made better! 😁,0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,,emt
Web Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,0.0,emt
Web Push,Sent, Last day to grab this summer saver deal! 💥💥,0,0.0,emt
App Push,Sent,Last day to grab this summer saver deal! 💥💥,0,,emt
App Push,Sent,Last day to grab this summer saver deal! 💥💥,0,,emt
Email,Sent,Tap here for a discounted offer on your train bookings! 👀,2234494,2119.0,emt
App Push,Sent,Grab this offer before it is GONE...,0,,emt
App Push,Sent,Grab this offer before it is GONE...,0,,emt
Web Push,Sent, Grab this offer before it is GONE...,0,0.0,emt
Email,Sent,It is time to beat the heat and fly somewhere far to make the most of the summer holidays! ☀️🏖️,16691,14.0,emt
Email,Sent,Exclusive summer travel deals to make your holidays amazing! 🥳🎉🌞,1829328,1155.0,emt
Email,Sent,Exclusive summer travel deals to make your holidays amazing! 🥳🎉🌞,405127,448.0,emt
Web Push,Sent, Summer Time Madness! ☀️😎,0,0.0,emt
App Push,Sent,Summer Time Madness! ☀️😎,0,,emt
App Push,Sent,Summer Time Madness! ☀️😎,0,,emt
App Push,Sent,Have you collected your FREE IIFA Award Ticket? 👀,0,,emt
App Push,Sent,Have you collected your FREE IIFA Award Ticket? 👀,0,,emt
Web Push,Sent,Have you collected your FREE IIFA Award Ticket? 👀 ,0,0.0,emt
Email,Sent,It is time to beat the heat and fly somewhere far to make the most of the summer holidays! ☀️🏖️,16266,460.0,emt
Email,Sent,Discover Austria with our 6 nights and 7 days package!,719,1.0,emt
Web Push,Sent, Have you checked out our exclusive summer offer?,0,0.0,emt
App Push,Sent,Have you checked out our exclusive summer offer?,0,,emt
App Push,Sent,Have you checked out our exclusive summer offer?,0,,emt
App Push,Sent,"Double the offer, double the fun! 💥💥",0,,emt
App Push,Sent,"Double the offer, double the fun! 💥💥",0,,emt
Web Push,Sent," Double the offer, double the fun! 💥💥",0,0.0,emt
Email,Sent,You are invited to see your favourite Bollywood star at the IIFA Awards! 🎉,2234268,1562.0,emt
Email,Sent,"✈ This summer, fly to the Kanha Tiger Reserve in Gondia 🌲 and witness the tigers 🐅",416199,1028.0,emt
Email,Suspended,"✈ This summer, fly to the Kanha Tiger Reserve in Gondia 🌲 and witness the tigers 🐅",0,0.0,emt
Email,Sent,"✈ Book flights to Gondia, visit Kanha Tiger Reserve- the land of tigers 🌲",17452,0.0,emt
Email,Sent,Spree Hospitality is the perfect choice for your hotel stays. Tap to find out why! 😊,3302,4.0,emt
Email,Sent,Spree Hospitality is the perfect choice for your hotel stays. Tap to find out why! 😊,100016,91.0,emt
Web Push,Sent, 👉 Limited Summer Travel Offer!,0,0.0,emt
App Push,Sent,👉 Limited Summer Travel Offer!,0,,emt
App Push,Sent,👉 Limited Summer Travel Offer!,0,,emt
Email,Suspended,You are invited to see your favourite Bollywood star at the IIFA Awards! 🎉,0,0.0,emt
Email,Sent,You are invited to see your favourite Bollywood star at the IIFA Awards! 🎉,1543334,1488.0,emt
Email,Sent,"✈︎ Knock Knock 🚪 Summer is Here, we'll tell you how to travel smarter this year 🌞",102954,82.0,emt
Email,Sent,"✈︎ Knock Knock 🚪 Summer is Here, we'll tell you how to travel smarter this year 🌞",2130715,1548.0,emt
App Push,Sent,Visit your favourite international destinations..,0,,emt
App Push,Sent,Visit your favourite international destinations..,0,,emt
Web Push,Sent,Visit your favourite international destinations..,0,0.0,emt
Email,Sent,Discover Austria with our 4 nights and 5 days package!,718,1.0,emt
Web Push,Sent,Your Summer Holidays just got better! ☀️😎,0,0.0,emt
App Push,Sent,Your Summer Holidays just got better! ☀️😎,0,,emt
App Push,Sent,Your Summer Holidays just got better! ☀️😎,0,,emt
Email,Sent,✈︎ What are your plans for this summer? We can help you with them all 🌞,2130621,1562.0,emt
App Push,Sent,Take one step to a greener and brighter future! 🌱,0,,emt
App Push,Sent,Take one step to a greener and brighter future! 🌱,0,,emt
Email,Sent,Discover Austria with our 3 nights and 4 days package!,719,4.0,emt
App Push,Sent,Special Train Offer! 🚊🚊,0,,emt
App Push,Sent,Special Train Offer! 🚊🚊,0,,emt
Web Push,Sent, Take one step to a greener and brighter future! 🌱,0,0.0,emt
Web Push,Sent,Special Train Offer! 🚊🚊,0,0.0,emt
App Push,Sent,Tuesday Travel Bonanza! ✈️✈️,0,,emt
App Push,Sent,PRICE DROP ALERT!! ✈️,0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,,emt
App Push,Sent,Have you got your FREE IIFA Award ticket yet?,0,,emt
App Push,Sent,Have you got your FREE IIFA Award ticket yet?,0,,emt
Web Push,Sent,Have you got your FREE IIFA Award ticket yet?,0,0.0,emt
Web Push,Sent, Monday Travel Bonanza! ✈️✈️,0,0.0,emt
App Push,Sent,Monday Travel Bonanza! ✈️✈️,0,,emt
App Push,Sent,Monday Travel Bonanza! ✈️✈️,0,,emt
App Push,Sent,"Paise kharchne ka nai, sirf bachane ka 🤑",0,,emt
App Push,Sent,"Paise kharchne ka nai, sirf bachane ka 🤑",0,,emt
Web Push,Sent,"Paise kharchne ka nai, sirf bachane ka 🤑",0,0.0,emt
Email,Sent,It is time to beat the heat and fly somewhere far to make the most of the summer holidays! ☀️🏖️,1478046,1516.0,emt
Web Push,Sent,Exclusive Sunday offer that you need to checkout!,0,0.0,emt
App Push,Sent,Exclusive Sunday offer that you need to checkout!,0,,emt
App Push,Sent,Exclusive Sunday offer that you need to checkout!,0,,emt
App Push,Sent,Price Drop Alert! 📢,0,,emt
App Push,Sent,Price Drop Alert! 📢,0,,emt
Web Push,Sent,Price Drop Alert! 📢,0,0.0,emt
Web Push,Sent, Make the most of your Saturday! 😄,0,0.0,emt
App Push,Sent,Make the most of your Saturday! 😄,0,,emt
App Push,Sent,Make the most of your Saturday! 😄,0,,emt
Email,Sent,✈︎ We have a gift for you 🎁,404868,396.0,emt
App Push,Sent,Plan your weekend celebrations now! 😎,0,,emt
App Push,Sent,Plan your weekend celebrations now! 😎,0,,emt
Web Push,Sent, Plan your weekend celebrations now! 😎,0,0.0,emt
Web Push,Sent,Happy Friday! 😁,0,0.0,emt
App Push,Sent,Happy Friday! 😁,0,,emt
App Push,Sent,Happy Friday! 😁,0,,emt
Email,Sent,A 50%* Cashback on your 🚂 Train Tickets! 15%* off on Hotels! 🏨,2644349,1738.0,emt
App Push,Sent,Up to 65%* OFF on booking trains and hotels! 😦,0,,emt
App Push,Sent,Up to 65%* OFF on booking trains and hotels! 😦,0,,emt
App Push,Sent,"✈️ Fly to Dubai, Europe, Thailand or Singapore..",0,,emt
App Push,Sent,"✈️ Fly to Dubai, Europe, Thailand or Singapore..",0,,emt
Web Push,Sent, Up to 65%* OFF on booking trains and hotels! 😦,0,0.0,emt
Email,Sent,It is time to beat the heat and fly somewhere far to make the most of the summer holidays! ☀️🏖️,3300,17.0,emt
Email,Sent,It is time to beat the heat and fly somewhere far to make the most of the summer holidays! ☀️🏖️,99980,65.0,emt
App Push,Sent,Want to save BIG on your Travel Bookings? ✈️🏨,0,,emt
App Push,Sent,Want to save BIG on your Travel Bookings? ✈️🏨,0,,emt
Web Push,Sent,It is raining offers! 👀⚡,0,0.0,emt
App Push,Sent,It is raining offers! 👀⚡,0,,emt
App Push,Sent,It is raining offers! 👀⚡,0,,emt
App Push,Sent,Grab the biggest discounts! 🎊🎉,0,,emt
App Push,Sent,Grab the biggest discounts! 🎊🎉,0,,emt
Email,Sent,"Summer holidays made better. Check out our packages to Minsk, Belarus!",696,2.0,emt
Email,Sent,Let's take you around Northeast India with flybig ✈︎,404860,598.0,emt
App Push,Sent,Travel Deals Unwrapped! 💥💥,0,,emt
App Push,Sent,Travel Deals Unwrapped! 💥💥,0,,emt
Email,Sent,✈ Find out which region of India has the highest tourist inflow 👀,191,0.0,emt
Email,Sent,✈ Find out which region of India has the highest tourist inflow 👀,5873,3.0,emt
Web Push,Sent,Travel Deals Unwrapped! 💥💥,0,0.0,emt
Web Push,Sent, Here is a special Wednesday offer for you! 😁,0,0.0,emt
App Push,Sent,Here is a special Wednesday offer for you! 😁,0,,emt
App Push,Sent,Here is a special Wednesday offer for you! 😁,0,,emt
App Push,Sent,Enjoy No Cost EMIs on your travel bookings! 👀,0,,emt
App Push,Sent,Enjoy No Cost EMIs on your travel bookings! 👀,0,,emt
Web Push,Sent, Enjoy No Cost EMIs on your travel bookings! 👀⚡,0,0.0,emt
Web Push,Sent,Eid Mubarak! ✨,0,0.0,emt
App Push,Sent,Eid Mubarak! ✨,0,,emt
App Push,Sent,Eid Mubarak! ✨,0,,emt
App Push,Sent,Up to 45%* off on your hotel bookings 😍,0,,emt
App Push,Sent,Up to 45%* off on your hotel bookings 😍,0,,emt
Web Push,Sent,PRICE DROP ALERT!! ✈️,0,0.0,emt
App Push,Sent,PRICE DROP ALERT!! ✈️,0,,emt
App Push,Sent,PRICE DROP ALERT!! ✈️,0,,emt
Web Push,Sent, Celebrate Eid with your loved ones 😊,0,0.0,emt
App Push,Sent,Celebrate Eid with your loved ones 😊,0,,emt
App Push,Sent,Celebrate Eid with your loved ones 😊,0,,emt
App Push,Sent,Visit your favourite destination..,0,,emt
App Push,Sent,Visit your favourite destination..,0,,emt
Web Push,Sent,Visit your favourite destination..,0,0.0,emt
Web Push,Sent,Sunday special travel deals! 😄,0,0.0,emt
App Push,Sent,Sunday special travel deals! 😄,0,,emt
App Push,Sent,Sunday special travel deals! 😄,0,,emt
App Push,Sent,"Avail flight discounts of up to ₹7,500*! 😰",0,,emt
App Push,Sent,"Avail flight discounts of up to ₹7,500*! 😰",0,,emt
Email,Sent,✈︎ We are sending off some love this EID 🌙,2248954,1845.0,emt
Email,Sent,Put on your seat belt and experience fun at Dubai Parks! 🥳,23377,150.0,emt
App Push,Sent,Offers to make your day exciting! 🌈,0,,emt
App Push,Sent,Offers to make your day exciting! 🌈,0,,emt
Web Push,Sent,"Avail flight discounts of up to ₹7,500*! 😰",0,0.0,emt
Email,Sent,"Have you got your FREE IIFA Award passes yet? If not, tap to find out how! 🥳",1842201,961.0,emt
Email,Sent,"Have you got your FREE IIFA Award passes yet? If not, tap to find out how! 🥳",407392,402.0,emt
Web Push,Sent, Reminder - It is the long weekend 👀,0,0.0,emt
App Push,Sent,Reminder - It is the long weekend 👀,0,,emt
App Push,Sent,Reminder - It is the long weekend 👀,0,,emt
App Push,Sent,Summers in Europe sounds like a great idea! 😬,0,,emt
App Push,Sent,Summers in Europe sounds like a great idea! 😬,0,,emt
Email,Sent,✈ Find out which region of India has the highest tourist inflow 👀,17138,0.0,emt
App Push,Sent,A special day requires a special offer! 😊,0,,emt
App Push,Sent,A special day requires a special offer! 😊,0,,emt
Web Push,Sent, A special day requires a special offer! 😊,0,0.0,emt
Email,Sent,Grab an exclusive offer on your hotel bookings for the long weekend! 💃,23373,130.0,emt
Email,Sent,"Reminder - T&T Executive Greece DMC is conducting an Awareness Training today, 29th April at 2 pm IST",750,8.0,emt
Web Push,Sent,"To make your Friday better, here is a 🎁 for you!",0,0.0,emt
App Push,Sent,"To make your Friday better, here is a 🎁 for you!",0,,emt
App Push,Sent,"To make your Friday better, here is a 🎁 for you!",0,,emt
App Push,Sent,Beat the heat and travel to the hills 🌄🌺,0,,emt
App Push,Sent,Beat the heat and travel to the hills 🌄🌺,0,,emt
App Push,Sent,Have you checked out this exclusive deal?,0,,emt
App Push,Sent,Have you checked out this exclusive deal?,0,,emt
Web Push,Sent,Beat the heat and travel to the hills 🌄🌺,0,0.0,emt
Email,Sent,Grab an exclusive offer on your hotel bookings for the long weekend! 💃,1561530,1467.0,emt
Email,Sent,"🌙 Eid ka Chand dekhne ke liye, hum bhej rahe hai kuch Eid ke offers ✈",1834572,1079.0,emt
Email,Sent,"🌙 Eid ka Chand dekhne ke liye, hum bhej rahe hai kuch Eid ke offers ✈",405949,414.0,emt
Web Push,Sent,A long weekend is coming up 👀,0,0.0,emt
App Push,Sent,A long weekend is coming up 👀,0,,emt
App Push,Sent,A long weekend is coming up 👀,0,,emt
App Push,Sent,Here is a reminder for u to plan your next holiday,0,,emt
App Push,Sent,Here is a reminder for u to plan your next holiday,0,,emt
App Push,Sent,Say goodbye to your midweek blues...,0,,emt
App Push,Sent,Say goodbye to your midweek blues...,0,,emt
Web Push,Sent,Say goodbye to your midweek blues...,0,0.0,emt
Email,Sent,👉 Here is a great hotel offer for you! Plan your summer trips and save huge 😊,3305,2.0,emt
Email,Sent,👉 Here is a great hotel offer for you! Plan your summer trips and save huge 😊,99972,87.0,emt
Web Push,Sent,The perfect Wednesday offer! 😎,0,0.0,emt
App Push,Sent,The perfect Wednesday offer! 😎,0,,emt
App Push,Sent,The perfect Wednesday offer! 😎,0,,emt
App Push,Sent,"✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,,emt
App Push,Sent,"✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,,emt
App Push,Sent,No Cost EMI on your hotel bookings! 👀,0,,emt
App Push,Sent,No Cost EMI on your hotel bookings! 👀,0,,emt
Web Push,Sent,"✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,0.0,emt
Web Push,Sent,Recreate your Bollywood dream at the Bollywood Theme Park! 😍,0,0.0,emt
Email,Sent,"T&T Executive Greece DMC is conducting an Awareness Training on Friday, 29th April at 2 pm IST",724,9.0,emt
Web Push,Sent,Super saver deals on your flights! 😍 ,0,0.0,emt
App Push,Sent,Super saver deals on your flights! 😍,0,,emt
App Push,Sent,Super saver deals on your flights! 😍,0,,emt
App Push,Sent,PRICE DROP ALERT!! ✈️,0,,emt
App Push,Sent,PRICE DROP ALERT!! ✈️,0,,emt
App Push,Sent,Have you checked out our bonus deals? 🚆🏨,0,,emt
App Push,Sent,Have you checked out our bonus deals? 🚆🏨,0,,emt
Web Push,Sent,Have you checked out our bonus deals? 🚆🏨,0,0.0,emt
Web Push,Sent,PRICE DROP ALERT!! ✈️,0,0.0,emt
App Push,Sent,"Ahh, its Monday again...",0,,emt
App Push,Sent,"Ahh, its Monday again...",0,,emt
App Push,Sent,Visit your favourite international destinations..,0,,emt
App Push,Sent,Visit your favourite international destinations..,0,,emt
Web Push,Sent,Visit your favourite international destinations..,0,0.0,emt
Web Push,Sent,Did you know 👀,0,0.0,emt
App Push,Suspended,Did you know 👀,0,,emt
App Push,Sent,Did you know 👀,0,,emt
App Push,Sent,Did you know 👀,0,,emt
App Push,Suspended,Visit your favourite international destinations..,0,,emt
App Push,Sent,Eid special train offers! ✨,0,,emt
App Push,Sent,Eid special train offers! ✨,0,,emt
Web Push,Sent, Plan a weekend getaway with amazing offers 😄,0,0.0,emt
Web Push,Sent, Eid special train offers! ✨,0,0.0,emt
App Push,Sent,Plan a weekend getaway with amazing offers 😄,0,,emt
App Push,Sent,Plan a weekend getaway with amazing offers 😄,0,,emt
App Push,Sent,Your outstation cab rides just got better! 🚗💃,0,,emt
App Push,Sent,Your outstation cab rides just got better! 🚗💃,0,,emt
Web Push,Sent,"Weekend is approaching, how are you celebrating? 👀🙌",0,0.0,emt
App Push,Sent,"Weekend is approaching, how are you celebrating?",0,,emt
App Push,Sent,"Weekend is approaching, how are you celebrating?",0,,emt
Email,Sent,"🏖️ Fly to Thailand and enjoy up to Rs 10,000* off on your hotel bookings! 🏖️",9623,7.0,emt
Email,Sent,"🏖️ Fly to Thailand and enjoy up to Rs 10,000* off on your hotel bookings! 🏖️",1443836,1724.0,emt
Email,Sent,"🏖️ Fly to Thailand and enjoy up to Rs 10,000* off on your hotel bookings! 🏖️",99990,90.0,emt
Web Push,Sent, Grab some exciting Friday deals! 👯☀️,0,0.0,emt
App Push,Sent,Grab some exciting Friday deals! 👯☀️,0,,emt
App Push,Sent,Grab some exciting Friday deals! 👯☀️,0,,emt
App Push,Sent,Have you collected your FREE IIFA Award Ticket? 👀,0,,emt
